 ,CALANDER,CAMERA,CONTACTS,LOCATION,MICROPHONE,PHONE,SENSOR,SMS,STORAGE,OTHERS,TOTAL 
501,0,0,0,0,0,0,0,0,0,1,1
502,0,0,0,0,0,0,0,0,0,1,1
503,0,0,0,0,0,0,0,0,0,1,1
504,0,0,1,0,0,0,0,0,1,0,2
505,0,0,0,0,0,1,0,0,1,0,2
506,0,0,0,0,0,0,0,0,0,1,1
507,0,0,1,1,0,1,0,1,1,0,5
508,0,0,0,0,0,0,0,0,0,1,1
509,0,0,0,1,0,1,0,0,1,0,3
510,0,0,0,1,0,0,0,0,1,0,2
511,0,0,0,0,0,0,0,0,0,1,1
512,0,0,0,0,0,0,0,0,1,0,1
513,0,0,0,0,0,0,0,0,1,0,1
514,0,0,0,0,0,0,0,0,1,0,1
515,0,0,1,0,0,1,0,0,0,0,2
516,0,0,0,0,0,0,0,0,1,0,1
518,0,0,0,1,1,1,0,0,1,0,4
519,0,0,0,0,0,0,0,0,1,0,1
520,0,0,1,0,0,0,0,0,1,0,2
521,0,0,0,0,0,0,0,0,0,1,1
522,0,0,0,0,0,0,0,0,0,1,1
523,0,0,0,0,0,0,0,0,1,0,1
524,0,0,0,0,0,1,0,0,1,0,2
525,0,0,0,0,0,0,0,0,0,1,1
526,0,0,0,0,0,0,0,0,0,1,1
527,0,0,1,0,0,0,0,0,1,0,2
528,0,0,0,0,0,0,0,0,1,0,1
529,0,0,1,0,0,0,0,0,1,0,2
530,0,0,0,0,0,0,0,0,1,0,1
531,0,0,0,0,0,0,0,0,0,1,1
532,0,0,0,0,0,0,0,0,0,1,1
533,0,0,1,0,0,0,0,0,1,0,2
534,0,0,0,0,0,1,0,0,1,0,2
535,0,0,1,1,0,1,0,0,0,0,3
536,0,0,0,0,0,1,0,0,1,0,2
537,0,0,0,0,0,1,0,0,0,0,1
538,0,0,0,0,0,1,0,0,1,0,2
539,0,1,1,1,0,1,0,0,1,0,5
540,0,1,1,1,0,1,0,0,1,0,5
541,0,1,1,0,0,1,0,0,1,0,4
542,0,0,0,1,0,1,0,0,1,0,3
543,0,0,0,1,0,1,0,0,1,0,3
544,0,0,0,0,0,0,0,0,0,1,1
545,0,0,0,0,0,0,0,0,1,0,1
546,0,0,0,0,0,0,0,1,1,0,2
547,0,0,0,0,0,0,0,0,0,1,1
548,0,0,1,1,0,1,0,0,1,0,4
549,0,0,0,0,0,0,0,0,0,1,1
550,0,0,1,1,0,0,0,0,1,0,3
551,0,0,1,1,0,1,0,1,0,0,4
552,0,0,1,0,0,1,0,0,1,0,3
553,0,1,1,1,0,1,0,0,1,0,5
554,0,0,0,0,0,0,0,0,1,0,1
555,0,1,1,1,1,1,0,0,1,0,6
556,1,0,0,1,0,0,0,0,1,0,3
557,0,0,1,1,0,1,0,0,0,0,3
558,0,0,0,1,0,1,0,0,0,0,2
559,0,0,0,0,0,1,0,0,1,0,2
560,0,0,1,1,0,1,0,0,0,0,3
561,0,0,1,0,0,1,0,0,1,0,3
562,0,0,1,1,0,1,0,0,0,0,3
563,1,0,1,0,0,0,0,0,0,0,2
564,0,0,0,0,0,0,0,0,1,0,1
565,0,0,0,0,0,0,0,0,0,1,1
567,0,0,1,0,0,1,0,0,1,0,3
568,0,1,0,1,0,1,0,0,1,0,4
569,0,0,0,0,0,0,0,0,1,0,1
570,0,0,1,0,0,0,0,0,1,0,2
571,0,0,0,1,0,0,0,0,1,0,2
572,0,0,0,0,0,0,0,0,0,1,1
573,0,0,1,0,0,0,0,0,1,0,2
574,0,0,0,0,0,0,0,1,1,0,2
575,0,0,1,0,0,1,0,0,0,0,2
576,0,0,1,1,0,0,0,0,1,0,3
577,0,0,0,1,0,0,0,0,0,0,1
578,0,0,0,1,0,1,0,0,1,0,3
579,0,0,1,1,0,0,0,0,1,0,3
580,0,0,0,1,0,1,0,0,0,0,2
581,0,0,1,1,0,1,0,0,1,0,4
582,0,0,0,0,0,1,0,0,1,0,2
583,0,0,1,0,0,0,0,0,1,0,2
584,0,0,0,0,0,0,0,0,0,1,1
585,0,0,0,0,0,0,0,0,1,0,1
586,0,0,0,0,0,0,0,0,0,1,1
587,0,1,0,0,0,1,0,0,1,0,3
588,0,0,0,1,0,1,0,0,1,0,3
589,0,0,0,0,0,0,0,0,0,1,1
590,1,0,1,0,0,1,0,1,0,0,4
591,0,0,1,1,0,1,0,0,1,0,4
592,0,0,1,0,0,1,0,0,1,0,3
593,0,0,0,0,0,0,0,0,0,1,1
594,0,0,0,0,0,0,0,0,0,1,1
595,0,0,1,1,0,1,0,0,1,0,4
596,0,0,0,1,0,0,0,0,0,0,1
597,0,0,0,1,0,1,0,0,1,0,3
598,0,0,1,0,0,1,0,0,1,0,3
599,0,0,0,0,0,0,0,0,0,1,1
600,0,0,0,0,0,0,0,0,0,1,1
601,0,0,0,0,0,0,0,0,0,1,1
602,0,0,0,0,0,0,0,0,1,0,1
603,1,0,0,1,0,0,0,0,0,0,2
604,0,1,1,1,0,1,0,0,1,0,5
605,0,0,1,1,0,1,0,0,1,0,4
606,0,0,1,0,0,0,0,0,1,0,2
607,0,0,0,0,0,0,0,0,0,1,1
608,0,0,0,0,0,1,0,0,1,0,2
609,0,0,0,0,0,0,0,0,1,0,1
610,0,0,0,0,0,1,0,0,0,0,1
611,0,0,0,0,0,0,0,0,1,0,1
612,0,0,0,0,0,1,0,0,1,0,2
613,0,0,0,1,0,1,0,1,0,0,3
614,0,0,0,1,0,1,0,1,0,0,3
615,0,0,0,0,0,0,0,0,1,0,1
616,0,0,1,1,0,0,0,1,0,0,3
617,0,1,0,0,0,0,0,0,1,0,2
618,0,0,0,0,0,0,0,0,1,0,1
619,0,0,0,0,0,0,0,0,1,0,1
620,0,0,0,0,0,0,0,0,1,0,1
621,0,0,0,0,0,0,0,0,0,1,1
622,0,0,0,1,0,1,0,0,0,0,2
623,0,0,0,1,0,1,0,0,0,0,2
624,0,0,1,1,1,1,0,0,1,0,5
625,0,0,1,0,0,1,0,0,0,0,2
626,0,0,0,1,0,1,0,0,1,0,3
627,0,1,0,0,0,1,0,0,1,0,3
628,0,0,1,1,0,1,0,0,0,0,3
629,0,0,0,0,0,1,0,0,0,0,1
630,0,0,0,1,0,1,0,0,1,0,3
631,0,0,0,0,0,0,0,0,0,1,1
632,0,0,0,0,0,0,0,0,1,0,1
633,0,0,0,0,0,0,0,0,1,0,1
634,0,0,0,0,0,0,0,0,0,1,1
635,0,1,0,0,1,1,0,0,1,0,4
636,0,0,0,0,0,0,0,0,0,1,1
637,0,0,0,0,0,1,0,0,1,0,2
638,0,0,0,0,0,0,0,0,0,1,1
639,0,0,1,1,1,0,0,1,1,0,5
640,0,0,0,0,0,0,0,0,0,1,1
641,0,0,1,0,0,0,0,0,1,0,2
642,0,1,1,1,1,0,0,1,1,0,6
643,0,0,0,0,0,1,0,0,0,0,1
644,0,0,0,0,0,0,0,0,0,1,1
645,0,1,1,0,0,0,0,0,1,0,3
646,0,0,1,0,0,0,0,0,0,0,1
647,0,1,0,1,0,1,0,0,1,0,4
648,0,0,0,0,0,0,0,0,0,1,1
649,0,0,0,1,0,0,0,0,0,0,1
650,0,0,0,0,0,0,0,0,0,1,1
651,0,0,0,0,0,1,0,0,1,0,2
652,0,0,0,0,0,0,0,0,0,1,1
653,0,0,0,0,0,1,0,0,1,0,2
654,0,0,0,0,0,0,0,0,0,1,1
655,0,0,0,0,0,0,0,0,0,1,1
656,0,0,0,0,0,0,0,0,0,1,1
657,0,0,0,0,0,0,0,0,0,1,1
658,0,0,0,0,0,0,0,0,1,0,1
659,0,0,0,0,0,1,0,1,0,0,2
660,0,0,0,0,0,1,0,0,0,0,1
661,0,0,0,0,0,0,0,0,0,1,1
662,0,0,0,0,0,0,0,0,0,1,1
663,0,0,0,0,0,0,0,0,0,1,1
664,0,0,0,0,0,1,0,0,1,0,2
665,0,0,0,1,0,1,0,0,1,0,3
666,0,0,0,0,0,1,0,0,1,0,2
667,0,0,1,0,0,1,0,0,1,0,3
668,0,1,0,0,0,1,0,0,1,0,3
669,0,0,1,1,0,1,0,1,1,0,5
670,0,0,1,1,0,1,0,0,1,0,4
671,0,0,0,0,0,0,0,0,0,1,1
672,0,0,1,1,0,1,0,0,1,0,4
673,0,0,1,1,0,1,0,0,1,0,4
674,0,0,1,1,0,1,0,1,1,0,5
675,0,0,0,0,0,1,0,0,1,0,2
676,0,0,1,0,0,0,0,1,1,0,3
677,0,1,0,1,0,0,0,0,1,0,3
678,0,0,0,1,0,0,0,0,1,0,2
679,0,0,1,0,0,1,0,0,1,0,3
680,0,0,0,0,0,1,0,0,0,0,1
681,0,0,0,0,0,0,0,0,0,1,1
682,0,0,0,0,0,0,0,0,1,0,1
683,0,0,0,0,0,0,0,0,0,1,1
684,0,0,0,0,0,1,0,0,1,0,2
685,0,0,0,0,0,0,0,0,0,1,1
686,0,0,0,0,0,0,0,0,1,0,1
687,0,0,0,0,0,0,0,0,1,0,1
688,0,1,1,1,1,0,0,1,1,0,6
689,0,0,0,0,0,0,0,0,1,0,1
690,0,0,0,0,0,0,0,0,0,1,1
691,0,0,0,0,0,0,0,0,0,1,1
692,0,0,1,0,0,1,0,0,1,0,3
693,0,0,1,1,0,1,0,1,1,0,5
694,0,0,0,0,0,0,0,0,0,1,1
695,0,0,0,0,0,0,0,0,0,1,1
696,0,1,0,0,0,0,0,0,0,0,1
697,0,0,0,0,0,0,0,0,0,1,1
698,0,0,0,0,0,0,0,0,0,1,1
699,0,0,0,0,0,0,0,0,0,1,1
700,0,1,0,1,0,0,0,0,1,0,3
701,0,0,0,0,0,0,0,0,1,0,1
702,0,0,0,0,0,0,0,0,0,1,1
703,0,0,0,0,0,0,0,0,0,1,1
704,0,0,0,0,0,0,0,0,0,1,1
705,0,1,1,1,1,1,0,1,1,0,7
706,0,0,0,1,0,0,0,0,0,0,1
707,0,0,0,0,0,0,0,0,0,1,1
708,0,0,0,0,0,0,0,0,0,1,1
709,0,0,0,1,0,1,0,0,0,0,2
710,0,0,1,1,0,1,0,0,1,0,4
711,0,0,0,0,0,0,0,0,0,1,1
712,0,0,0,1,0,1,0,0,1,0,3
714,0,0,0,0,0,0,0,0,1,0,1
715,0,0,0,0,0,0,0,0,1,0,1
716,0,0,0,0,0,0,0,0,0,1,1
717,0,0,1,1,0,1,0,0,1,0,4
718,0,0,0,0,0,0,0,0,0,1,1
719,0,0,1,1,0,1,0,0,1,0,4
720,0,0,0,0,0,1,0,0,1,0,2
721,0,0,0,0,0,0,0,0,0,1,1
722,0,1,0,0,0,1,0,0,1,0,3
723,0,0,0,0,0,0,0,0,1,0,1
724,0,1,1,1,0,1,0,0,1,0,5
725,0,0,1,1,0,1,0,1,1,0,5
726,0,0,0,0,0,1,0,1,0,0,2
727,0,0,0,0,0,1,0,1,1,0,3
728,0,0,1,0,0,1,0,0,0,0,2
729,0,1,1,0,0,1,0,0,1,0,4
730,0,0,1,0,0,1,0,1,1,0,4
731,0,1,0,0,0,1,0,0,0,0,2
732,0,0,0,0,0,0,0,0,0,1,1
733,0,1,0,1,0,0,0,0,0,0,2
734,0,0,0,0,0,0,0,0,0,1,1
735,0,1,1,1,0,1,0,1,1,0,6
736,0,1,1,1,0,1,0,1,1,0,6
737,0,0,1,0,0,1,0,0,1,0,3
738,0,0,0,1,0,1,0,1,0,0,3
739,0,0,1,1,0,1,0,0,0,0,3
740,0,0,0,0,0,0,0,0,0,1,1
741,0,0,0,0,0,0,0,0,0,1,1
742,0,0,0,0,0,0,0,0,0,1,1
743,0,1,1,1,0,1,0,1,1,0,6
744,1,0,0,1,0,0,0,0,1,0,3
745,0,0,0,0,0,0,0,0,0,1,1
746,0,0,0,0,0,0,0,0,0,1,1
747,0,0,0,0,0,1,0,0,0,0,1
748,0,0,0,0,0,1,0,0,0,0,1
749,0,0,0,0,0,1,0,0,0,0,1
750,0,0,0,1,0,1,0,0,1,0,3
751,0,0,0,0,0,1,0,0,0,0,1
752,0,0,0,0,0,0,0,0,0,1,1
753,1,0,0,1,0,1,0,1,1,0,5
754,0,0,0,1,0,0,0,0,0,0,1
755,0,0,0,0,0,0,0,0,1,0,1
756,0,0,0,0,0,1,0,0,1,0,2
757,0,0,0,0,0,1,0,0,1,0,2
758,0,0,1,1,0,1,0,1,1,0,5
759,0,0,1,1,0,1,0,0,1,0,4
760,0,0,0,1,0,1,0,1,0,0,3
761,0,0,1,0,0,0,0,0,1,0,2
762,0,0,0,0,0,0,0,0,0,1,1
763,0,0,0,0,0,0,0,0,0,1,1
764,0,1,1,1,1,1,0,0,1,0,6
765,0,1,0,1,0,1,0,0,1,0,4
766,0,0,0,0,0,0,0,0,0,1,1
767,0,0,1,1,0,1,0,1,0,0,4
768,0,0,0,0,0,0,0,0,0,1,1
769,0,0,0,0,0,0,0,0,0,1,1
770,0,0,0,0,0,0,0,0,0,1,1
771,0,0,1,1,0,1,0,0,1,0,4
772,0,0,1,0,0,1,0,1,0,0,3
773,0,0,1,0,0,1,0,0,1,0,3
774,0,0,0,0,0,1,0,0,1,0,2
775,0,0,0,0,0,0,0,0,0,1,1
776,0,0,1,1,0,0,0,0,0,0,2
777,0,0,1,1,0,1,0,0,0,0,3
778,0,0,0,0,0,1,0,0,1,0,2
779,0,0,0,0,0,1,0,0,0,0,1
780,1,0,0,0,0,1,0,0,0,0,2
781,1,0,1,1,0,1,0,1,1,0,6
782,0,0,0,1,0,0,0,0,1,0,2
783,0,1,1,1,0,1,0,0,1,0,5
784,1,0,1,1,0,1,0,0,1,0,5
785,0,0,0,0,0,0,0,0,1,0,1
786,0,0,0,0,0,0,0,0,0,1,1
787,0,0,0,0,0,0,0,0,0,1,1
788,0,0,0,0,0,0,0,0,1,0,1
789,0,0,0,0,0,0,0,0,1,0,1
790,0,0,0,1,0,1,0,0,1,0,3
791,0,0,1,1,0,1,0,0,1,0,4
792,0,0,0,0,1,0,0,0,1,0,2
793,0,0,0,0,0,0,0,0,1,0,1
794,0,0,1,0,0,1,0,0,1,0,3
795,0,0,0,0,0,0,0,0,0,1,1
797,0,0,1,1,0,1,0,1,1,0,5
798,0,1,1,1,0,1,0,0,1,0,5
799,0,0,0,0,0,0,0,0,1,0,1
800,0,0,1,0,0,1,0,0,1,0,3
802,0,0,0,1,0,0,0,0,1,0,2
803,0,0,0,0,0,1,0,0,1,0,2
804,0,0,0,1,0,1,0,1,0,0,3
805,0,0,0,0,0,0,0,0,0,1,1
806,0,0,0,1,0,0,0,0,0,0,1
807,0,0,0,0,0,0,0,0,1,0,1
808,0,0,0,0,0,1,0,0,1,0,2
810,0,0,0,0,0,0,0,0,1,0,1
811,0,0,0,1,0,0,0,0,1,0,2
812,0,0,0,0,0,0,0,0,0,1,1
813,0,0,0,1,0,1,0,0,1,0,3
814,0,0,0,0,0,1,0,0,1,0,2
815,0,0,0,0,0,0,0,0,0,1,1
816,0,0,0,0,0,1,0,0,0,0,1
817,0,0,0,0,0,1,0,0,0,0,1
818,0,0,0,0,0,0,0,0,0,1,1
819,0,0,0,0,0,0,0,0,0,1,1
820,0,0,0,0,0,1,0,0,1,0,2
821,0,0,0,0,0,0,0,0,0,1,1
822,0,0,0,0,0,1,0,0,0,0,1
823,0,0,1,1,0,1,0,1,1,0,5
824,0,0,1,1,1,1,0,0,1,0,5
825,0,0,0,0,0,0,0,0,0,1,1
826,0,0,0,0,0,0,0,0,1,0,1
827,0,0,0,0,0,0,0,0,1,0,1
828,0,1,0,1,0,0,0,0,0,0,2
829,0,0,1,0,0,0,0,0,1,0,2
830,0,1,1,0,0,0,0,0,1,0,3
831,0,0,0,0,0,0,0,0,1,0,1
832,0,0,0,0,0,1,0,0,1,0,2
833,0,0,0,0,0,0,0,0,0,1,1
834,0,0,1,0,0,0,0,0,1,0,2
835,0,0,0,0,0,0,0,0,1,0,1
836,0,0,0,0,0,0,0,0,0,1,1
837,0,0,0,0,0,0,0,0,0,1,1
838,0,0,0,0,0,0,0,0,1,0,1
839,0,0,0,1,0,1,0,0,1,0,3
840,0,0,0,0,0,0,0,0,0,1,1
841,0,1,0,1,0,1,0,0,1,0,4
842,0,0,1,0,0,0,0,0,1,0,2
843,0,0,0,0,0,0,0,0,1,0,1
844,0,0,0,0,0,1,0,0,1,0,2
845,0,0,0,0,0,0,0,0,0,1,1
846,0,0,0,0,0,0,0,0,0,1,1
847,0,0,0,0,0,0,0,0,0,1,1
848,0,0,0,0,0,0,0,0,0,1,1
849,0,0,0,0,0,0,0,0,0,1,1
850,0,0,0,0,0,0,0,0,0,1,1
851,0,0,0,0,0,0,0,0,0,1,1
852,0,0,0,0,0,0,0,0,1,0,1
853,0,0,0,0,0,1,0,0,1,0,2
854,0,0,0,0,0,0,0,0,0,1,1
855,0,0,0,0,0,0,0,0,0,1,1
856,0,0,0,0,0,0,0,0,0,1,1
857,0,0,1,1,0,1,0,0,1,0,4
858,0,0,0,0,0,1,0,0,0,0,1
859,0,0,1,1,0,1,0,0,1,0,4
860,0,0,1,0,0,0,0,0,1,0,2
861,0,0,0,0,0,1,0,0,1,0,2
862,0,0,1,0,1,0,0,0,1,0,3
863,0,0,0,1,0,1,0,0,1,0,3
864,0,0,0,0,0,0,0,0,0,1,1
865,0,1,0,0,0,1,0,0,1,0,3
866,0,0,0,0,0,0,0,0,0,1,1
867,0,0,1,1,0,1,0,0,1,0,4
868,0,1,0,0,0,0,0,0,1,0,2
869,0,0,0,0,1,1,0,0,1,0,3
870,0,0,0,0,0,1,0,0,0,0,1
871,0,0,0,0,0,0,0,0,0,1,1
872,0,0,0,0,0,1,0,0,1,0,2
873,0,0,0,0,0,0,0,0,1,0,1
874,0,0,0,0,0,1,0,0,1,0,2
875,0,0,0,0,0,0,0,0,1,0,1
876,0,0,0,0,0,0,0,0,1,0,1
877,0,0,1,1,0,1,0,0,1,0,4
878,0,0,0,0,0,1,0,0,1,0,2
879,0,0,0,0,0,1,0,0,1,0,2
880,0,0,0,0,0,0,0,0,0,1,1
881,0,0,0,0,0,1,0,0,1,0,2
883,1,0,1,1,0,1,0,0,1,0,5
884,0,0,0,1,0,1,0,0,0,0,2
885,0,0,0,1,0,1,0,0,0,0,2
886,0,0,0,0,0,1,0,0,1,0,2
887,0,0,0,0,0,1,0,0,1,0,2
888,0,1,0,0,0,0,0,0,1,0,2
889,0,0,0,1,1,0,0,0,1,0,3
890,0,1,0,1,0,0,0,0,1,0,3
891,0,0,0,0,0,0,0,0,0,1,1
892,0,0,1,0,0,1,0,0,1,0,3
893,0,0,0,0,0,0,0,0,0,1,1
894,0,0,1,0,0,1,0,0,0,0,2
895,0,0,0,1,0,1,0,0,1,0,3
896,0,0,0,0,0,0,0,0,0,1,1
897,0,0,0,0,0,1,0,0,1,0,2
898,0,0,0,0,0,0,0,0,1,0,1
899,0,0,0,0,0,0,0,0,0,1,1
900,0,0,0,0,0,0,0,0,1,0,1
901,0,0,0,0,0,0,0,0,0,1,1
902,0,0,0,0,0,0,0,0,1,0,1
903,0,0,0,0,0,0,0,0,0,1,1
904,0,0,1,0,0,0,0,0,1,0,2
905,0,0,0,0,1,0,0,0,1,0,2
906,0,0,0,0,0,0,0,0,1,0,1
907,0,0,0,0,0,0,0,0,1,0,1
908,0,0,1,1,0,1,0,0,1,0,4
909,0,0,0,0,0,0,0,0,0,1,1
910,0,0,0,1,0,0,0,0,0,0,1
911,0,0,0,0,0,0,0,0,0,1,1
912,0,0,0,0,0,0,0,0,1,0,1
913,0,0,0,0,0,0,0,0,0,1,1
914,0,1,1,1,1,1,0,1,1,0,7
915,0,0,1,0,0,1,0,0,1,0,3
916,0,0,0,0,0,0,0,0,0,1,1
917,0,0,1,1,0,1,0,0,1,0,4
918,0,0,1,0,0,1,0,0,1,0,3
919,0,1,0,0,0,1,0,0,0,0,2
920,0,0,0,0,0,0,0,0,0,1,1
921,0,0,0,1,0,0,0,0,1,0,2
922,0,0,0,1,0,1,0,0,0,0,2
923,0,1,0,0,0,0,0,0,0,0,1
924,0,1,1,1,0,1,0,1,1,0,6
925,0,0,0,0,0,0,0,0,0,1,1
926,0,0,0,0,0,0,0,0,0,1,1
927,0,1,0,1,1,1,0,1,1,0,6
928,0,0,0,0,0,0,0,0,0,1,1
929,0,1,0,0,0,1,0,0,1,0,3
930,0,0,0,1,0,1,0,0,0,0,2
931,0,0,0,1,0,0,0,0,1,0,2
932,0,0,1,1,0,1,0,0,0,0,3
933,0,0,0,0,0,0,0,0,0,1,1
934,0,0,0,0,0,0,0,0,0,1,1
935,0,0,0,0,0,1,0,0,0,0,1
936,0,1,0,1,0,0,0,0,0,0,2
937,0,0,0,0,0,1,0,0,0,0,1
938,0,0,1,0,1,1,0,0,1,0,4
939,0,0,0,0,0,0,0,0,0,1,1
940,0,0,0,0,0,0,0,0,0,1,1
941,0,0,1,0,0,0,0,0,1,0,2
942,0,0,1,1,0,1,0,0,1,0,4
943,0,0,0,0,0,0,0,0,0,1,1
944,0,0,0,0,0,0,0,0,0,1,1
945,0,0,0,0,0,0,0,0,1,0,1
946,0,0,0,0,0,0,0,0,1,0,1
947,0,0,0,0,0,0,0,0,0,1,1
948,0,0,1,0,0,1,0,0,1,0,3
949,0,0,0,0,0,0,0,0,0,1,1
950,0,0,0,0,0,0,0,0,1,0,1
951,0,0,0,0,0,1,0,0,1,0,2
952,0,0,0,0,0,1,0,0,1,0,2
953,0,0,0,0,0,0,0,0,1,0,1
954,0,0,0,1,0,1,0,0,1,0,3
955,0,0,0,1,0,1,0,0,1,0,3
956,0,0,0,0,0,0,0,0,1,0,1
957,0,0,0,0,0,0,0,0,0,1,1
958,0,0,0,0,0,1,0,0,0,0,1
959,0,0,0,0,0,0,0,0,0,1,1
960,0,0,0,0,0,0,0,0,0,1,1
961,0,0,0,0,0,0,0,0,1,0,1
962,0,0,0,0,0,1,0,0,0,0,1
963,0,0,0,0,0,0,0,0,0,1,1
964,1,1,1,0,0,1,0,1,1,0,6
965,0,0,0,0,0,0,0,0,0,1,1
966,0,0,0,0,0,0,0,0,1,0,1
967,0,0,0,0,0,0,0,0,1,0,1
968,0,0,0,0,0,0,0,0,1,0,1
969,0,0,0,0,0,0,0,0,0,1,1
970,0,0,0,0,0,0,0,1,0,0,1
971,0,0,0,0,0,0,0,0,1,0,1
972,0,0,0,1,0,1,0,0,1,0,3
973,0,0,0,0,0,0,0,0,1,0,1
974,0,0,0,0,0,0,0,0,0,1,1
976,0,0,0,0,0,1,0,0,1,0,2
977,0,0,0,0,0,0,0,0,1,0,1
978,0,0,1,0,0,1,0,0,0,0,2
979,0,0,1,0,0,0,0,0,1,0,2
980,0,0,1,0,0,0,0,1,0,0,2
981,0,0,1,1,0,1,0,0,1,0,4
982,0,0,0,0,0,0,0,0,1,0,1
983,0,0,0,0,0,0,0,0,0,1,1
984,0,0,0,1,0,1,0,0,1,0,3
985,0,0,1,1,0,1,0,0,0,0,3
986,0,0,0,0,0,0,0,0,0,1,1
987,0,0,0,0,0,1,0,0,0,0,1
988,0,0,0,0,0,0,0,0,1,0,1
989,0,0,1,1,0,1,0,0,0,0,3
990,0,0,0,0,0,0,0,0,0,1,1
991,0,0,0,0,0,0,0,0,0,1,1
992,0,0,0,0,0,0,0,0,1,0,1
994,0,0,0,0,0,0,0,0,0,1,1
995,0,0,0,0,0,0,0,0,1,0,1
996,0,0,1,1,0,1,0,0,0,0,3
997,0,0,0,0,0,0,0,0,1,0,1
998,0,0,1,1,0,1,0,0,1,0,4
999,0,0,0,0,0,0,0,0,0,1,1
1000,0,0,1,1,0,1,0,0,0,0,3
1001,0,0,0,0,0,0,0,0,1,0,1
1002,0,0,0,0,0,0,0,0,1,0,1
1003,0,0,0,1,0,1,0,0,0,0,2
